id,Time,Is_CH,who_CH,Dist_To_CH,ADV_S,ADV_R,JOIN_S,JOIN_R,SCH_S,SCH_R,Rank,DATA_S,DATA_R,Data_Sent_To_BS,dist_CH_To_BS,send_code,Expaned_Energy,Attack_type
168151,2553,1,504100,0,1,26,0,0,0,0,0,0,0,0,0,0,0.21437,Grayhole
168152,2553,1,504100,0,1,26,0,0,0,0,0,0,0,0,0,0,0.21437,Grayhole
168153,2553,1,504044,0,1,24,0,0,0,0,0,0,0,5,125.33277,0,0.02965,Grayhole
168154,2553,1,504100,0,1,26,0,0,0,0,0,0,0,1,94.18194,0,0.21288,Grayhole
168155,2553,1,504100,0,1,26,0,0,0,0,0,0,0,1,100.60849,0,0.21325,Grayhole
168156,2553,1,504100,0,1,26,0,0,0,0,0,0,0,1,106.67446,0,0.16634,Grayhole
168157,2553,1,504100,0,1,25,0,0,0,0,0,0,0,0,0,0,0.21436,Grayhole
168158,2553,1,504100,0,1,24,0,0,0,0,0,0,0,0,0,0,0.21436,Grayhole
168159,2553,1,504100,0,1,26,0,0,0,0,0,0,0,0,0,0,0.14541,Grayhole
168160,2553,1,504100,0,1,24,0,0,0,0,0,0,0,4,134.29469,0,0.84585,Grayhole
168161,2553,1,504100,0,1,24,0,0,0,0,0,0,0,3,124.97387,0,0.58983,Grayhole
168162,2553,1,504100,0,1,24,0,0,0,0,0,0,0,0,0,0,0.19214,Grayhole
168163,2553,1,504071,0,1,24,0,0,0,0,0,0,0,0,0,0,0.52272,Grayhole
168164,2553,1,504100,0,1,24,0,0,0,0,0,0,0,4,136.03878,0,0.52448,Grayhole
168165,2553,1,504075,0,1,24,0,0,0,0,0,0,0,0,0,0,0.00583,Grayhole
168166,2553,1,504100,0,1,24,0,0,0,0,0,0,0,6,122.27536,0,0.59431,Grayhole
168167,2553,1,504100,0,1,26,0,0,0,0,0,0,0,0,0,0,0.21274,Grayhole
168168,2553,1,504100,0,1,25,0,0,0,0,0,0,0,0,0,0,0.51461,Grayhole
168169,2553,1,504100,0,1,26,0,0,0,0,0,0,0,2,99.75512,0,0.192,Grayhole
168170,2553,1,504100,0,1,24,0,0,0,0,0,0,0,0,0,0,0.00859,Grayhole
168171,2553,1,504100,0,1,24,0,0,0,0,0,0,0,0,0,0,0.83107,Grayhole
168172,2603,1,505100,0,1,27,0,0,0,0,0,0,0,1,130.08535,0,0.02894,Grayhole
168173,2603,1,505100,0,1,26,0,0,0,0,0,0,0,1,136.25745,0,0.02894,Grayhole
168174,2603,1,505005,0,1,26,0,0,0,0,0,0,0,1,134.94822,0,0.02706,Grayhole
168175,2603,1,505100,0,1,26,0,0,0,0,0,0,0,6,159.31297,0,0.07615,Grayhole
168176,2603,1,505016,0,1,26,0,0,0,0,0,0,0,0,0,0,0.02645,Grayhole
168177,2603,1,505100,0,1,26,0,0,0,0,0,0,0,2,83.52531,0,0.04858,Grayhole
168178,2603,1,505100,0,1,26,0,0,0,0,0,0,0,0,0,0,0.02707,Grayhole
168179,2603,1,505028,0,1,26,0,0,0,0,0,0,0,0,0,0,0.02705,Grayhole
168180,2603,1,505100,0,1,26,0,0,0,0,0,0,0,0,0,0,0.02706,Grayhole
168181,2603,1,505100,0,1,26,0,0,0,0,0,0,0,0,0,0,0.02707,Grayhole
168182,2603,1,505100,0,1,26,0,0,0,0,0,0,0,7,150.82997,0,0.08129,Grayhole
168183,2603,1,505044,0,1,26,0,0,0,0,0,0,0,1,125.33277,0,0.009,Grayhole
168184,2603,1,505100,0,1,26,0,0,0,0,0,0,0,2,94.18194,0,0.04712,Grayhole
168185,2603,1,505100,0,1,26,0,0,0,0,0,0,0,0,0,0,0.02735,Grayhole
168186,2603,1,505100,0,1,26,0,0,0,0,0,0,0,4,106.67446,0,0.06028,Grayhole
168187,2603,1,505100,0,1,27,0,0,0,0,0,0,0,1,142.10787,0,0.02895,Grayhole
168188,2603,1,505100,0,1,26,0,0,0,0,0,0,0,0,0,0,0.02706,Grayhole
168189,2603,1,505100,0,1,26,0,0,0,0,0,0,0,2,145.47059,0,0.04831,Grayhole
168190,2603,1,505100,0,1,26,0,0,0,0,0,0,0,0,0,0,0.01399,Grayhole
168191,2603,1,505100,0,1,26,0,0,0,0,0,0,0,1,124.97387,0,0.01195,Grayhole
168192,2603,1,505100,0,1,26,0,0,0,0,0,0,0,0,0,0,0.02707,Grayhole
168193,2603,1,505071,0,1,26,0,0,0,0,0,0,0,0,0,0,0.02706,Grayhole
168194,2603,1,505100,0,1,26,0,0,0,0,0,0,0,2,136.03878,0,0.04199,Grayhole
168195,2603,1,505075,0,1,26,0,0,0,0,0,0,0,0,0,0,0.02706,Grayhole
168196,2603,1,505100,0,1,26,0,0,0,0,0,0,0,0,0,0,0.00861,Grayhole
168197,2603,1,505100,0,1,26,0,0,0,0,0,0,0,0,0,0,0.02706,Grayhole
168198,2603,1,505100,0,1,27,0,0,0,0,0,0,0,0,0,0,0.02706,Grayhole
168199,2603,1,505100,0,1,26,0,0,0,0,0,0,0,0,0,0,0.02706,Grayhole
168200,2603,1,505100,0,1,26,0,0,0,0,0,0,0,3,121.69498,0,0.05593,Grayhole
168201,2603,1,505100,0,1,26,0,0,0,0,0,0,0,1,126.74493,0,0.02894,Grayhole
168202,2653,1,506100,0,1,25,0,0,0,0,0,0,0,2,130.08535,0,0.04607,Grayhole
168203,2653,1,506100,0,1,25,0,0,0,0,0,0,0,0,0,0,0.04638,Grayhole
168204,2653,1,506005,0,1,26,0,0,0,0,0,0,0,2,134.94822,0,0.06447,Grayhole
168205,2653,1,506100,0,1,25,0,0,0,0,0,0,0,0,0,0,0.01245,Grayhole
168206,2653,1,506016,0,1,25,0,0,0,0,0,0,0,0,0,0,0.04644,Grayhole
168207,2653,1,506100,0,1,26,0,0,0,0,0,0,0,0,0,0,0.02547,Grayhole
168208,2653,1,506100,0,1,25,0,0,0,0,0,0,0,0,0,0,0.04643,Grayhole
168209,2653,1,506028,0,1,25,0,0,0,0,0,0,0,1,126.71753,0,0.04833,Grayhole
168210,2653,1,506100,0,1,25,0,0,0,0,0,0,0,0,0,0,0.04645,Grayhole
168211,2653,1,506100,0,1,26,0,0,0,0,0,0,0,0,0,0,0.04645,Grayhole
168212,2653,1,506100,0,1,25,0,0,0,0,0,0,0,4,150.82997,0,0.03736,Grayhole
168213,2653,1,506044,0,1,25,0,0,0,0,0,0,0,1,125.33277,0,0.04774,Grayhole
168214,2653,1,506100,0,1,26,0,0,0,0,0,0,0,3,94.18194,0,0.05252,Grayhole
168215,2653,1,506100,0,1,26,0,0,0,0,0,0,0,1,100.60849,0,0.04645,Grayhole
168216,2653,1,506100,0,1,25,0,0,0,0,0,0,0,1,106.67446,0,0.01645,Grayhole
168217,2653,1,506100,0,1,25,0,0,0,0,0,0,0,0,0,0,0.04671,Grayhole
168218,2653,1,506100,0,1,25,0,0,0,0,0,0,0,0,0,0,0.04644,Grayhole
168219,2653,1,506100,0,1,25,0,0,0,0,0,0,0,0,0,0,0.02755,Grayhole
168220,2653,1,506100,0,1,26,0,0,0,0,0,0,0,0,0,0,0.04645,Grayhole
168221,2653,1,506100,0,1,25,0,0,0,0,0,0,0,0,0,0,0.04644,Grayhole
168222,2653,1,506100,0,1,26,0,0,0,0,0,0,0,0,0,0,0.04644,Grayhole
168223,2653,1,506071,0,1,25,0,0,0,0,0,0,0,3,119.42132,0,0.06553,Grayhole
168224,2653,1,506100,0,1,25,0,0,0,0,0,0,0,1,136.03878,0,0.02886,Grayhole
168225,2653,1,506075,0,1,25,0,0,0,0,0,0,0,1,135.58222,0,0.04831,Grayhole
168226,2653,1,506100,0,1,25,0,0,0,0,0,0,0,0,0,0,0.04645,Grayhole
168227,2653,1,506100,0,1,25,0,0,0,0,0,0,0,2,82.55927,0,0.06446,Grayhole
168228,2653,1,506100,0,1,25,0,0,0,0,0,0,0,1,137.17427,0,0.04645,Grayhole
168229,2653,1,506100,0,1,25,0,0,0,0,0,0,0,4,99.75512,0,0.07467,Grayhole
168230,2653,1,506100,0,1,25,0,0,0,0,0,0,0,5,121.69498,0,0.05151,Grayhole
168231,2653,1,506100,0,1,25,0,0,0,0,0,0,0,0,0,0,0.04593,Grayhole
168232,2703,1,601100,0,1,27,0,0,0,0,0,0,0,2,130.08535,0,0.08375,Grayhole
168233,2703,1,601100,0,1,26,0,0,0,0,0,0,0,0,0,0,0.03514,Grayhole
168234,2703,1,601005,0,1,26,0,0,0,0,0,0,0,1,134.94822,0,0.01888,Grayhole
168235,2703,1,601100,0,1,26,0,0,0,0,0,0,0,4,159.31297,0,0.12276,Grayhole
168236,2703,1,601016,0,1,26,0,0,0,0,0,0,0,0,0,0,0.03514,Grayhole
168237,2703,1,601100,0,1,26,0,0,0,0,0,0,0,1,83.52531,0,0.03513,Grayhole
168238,2703,1,601100,0,1,26,0,0,0,0,0,0,0,1,131.27562,0,0.03705,Grayhole
168239,2703,1,601028,0,1,26,0,0,0,0,0,0,0,0,0,0,0.03463,Grayhole
168240,2703,1,601100,0,1,26,0,0,0,0,0,0,0,1,176.40744,0,0.03514,Grayhole
168241,2703,1,601100,0,1,26,0,0,0,0,0,0,0,0,0,0,0.03513,Grayhole
168242,2703,1,601100,0,1,26,0,0,0,0,0,0,0,1,150.82997,0,0.01178,Grayhole
168243,2703,1,601044,0,1,26,0,0,0,0,0,0,0,0,0,0,0.03457,Grayhole
168244,2703,1,601100,0,1,26,0,0,0,0,0,0,0,3,94.18194,0,0.01108,Grayhole
168245,2703,1,601100,0,1,26,0,0,0,0,0,0,0,2,100.60849,0,0.03543,Grayhole
168246,2703,1,601100,0,1,26,0,0,0,0,0,0,0,1,106.67446,0,0.03395,Grayhole
168247,2703,1,601100,0,1,26,0,1,1,0,0,0,241,117,142.10787,0,0.6195,Grayhole
168248,2703,1,601100,0,1,26,0,0,0,0,0,0,0,2,129.4039,0,0.08372,Grayhole
168250,2703,1,601100,0,1,26,0,0,0,0,0,0,0,2,134.29469,0,0.03704,Grayhole
168251,2703,1,601100,0,1,26,0,0,0,0,0,0,0,1,124.97387,0,0.03514,Grayhole
168252,2703,1,601100,0,1,26,0,0,0,0,0,0,0,0,0,0,0.03514,Grayhole
168253,2703,1,601071,0,1,26,0,0,0,0,0,0,0,1,119.42132,0,0.01818,Grayhole
168254,2703,1,601100,0,1,26,0,0,0,0,0,0,0,3,136.03878,0,0.03507,Grayhole
168255,2703,1,601075,0,1,27,0,0,0,0,0,0,0,2,135.58222,0,0.05632,Grayhole
168256,2703,1,601100,0,1,26,0,0,0,0,0,0,0,1,122.27536,0,0.03513,Grayhole
168257,2703,1,601100,0,1,26,0,0,0,0,0,0,0,2,82.55927,0,0.01929,Grayhole
168258,2703,1,601100,0,1,26,0,0,0,0,0,0,0,0,0,0,0.03515,Grayhole
168259,2703,1,601100,0,1,26,0,0,0,0,0,0,0,0,0,0,0.00796,Grayhole
168260,2703,1,601100,0,1,26,0,0,0,0,0,0,0,1,121.69498,0,0.00698,Grayhole
168261,2703,1,601100,0,1,26,0,0,0,0,0,0,0,1,126.74493,0,0.03514,Grayhole
168262,2753,1,602100,0,1,25,0,0,0,0,0,0,0,1,130.08535,0,0.45155,Grayhole
168263,2753,1,602100,0,1,25,0,0,0,0,0,0,0,0,0,0,0.49527,Grayhole
168264,2753,1,602005,0,1,24,0,0,0,0,0,0,0,0,0,0,0.11103,Grayhole
168265,2753,1,602100,0,1,24,0,0,0,0,0,0,0,0,0,0,0.41443,Grayhole
168266,2753,1,602016,0,1,24,0,0,0,0,0,0,0,0,0,0,0.11106,Grayhole
168267,2753,1,602100,0,1,26,0,0,0,0,0,0,0,0,0,0,0.11105,Grayhole
168268,2753,1,602100,0,1,24,0,0,0,0,0,0,0,2,131.27562,0,0.13512,Grayhole
168269,2753,1,602028,0,1,24,0,0,0,0,0,0,0,3,126.71753,0,0.11291,Grayhole
168270,2753,1,602100,0,1,24,0,0,0,0,0,0,0,1,176.40744,0,0.1129,Grayhole
168271,2753,1,602100,0,1,26,0,0,0,0,0,0,0,3,95.16531,0,0.11105,Grayhole
168272,2753,1,602100,0,1,24,0,0,0,0,0,0,0,0,0,0,0.49527,Grayhole
168273,2753,1,602044,0,1,25,0,0,0,0,0,0,0,3,125.33277,0,0.51812,Grayhole
168274,2753,1,602100,0,1,25,0,0,0,0,0,0,0,3,94.18194,0,0.14441,Grayhole
168275,2753,1,602100,0,1,25,0,0,0,0,0,0,0,5,100.60849,0,0.15138,Grayhole
168276,2753,1,602100,0,1,24,0,0,0,0,0,0,0,0,0,0,0.11104,Grayhole
168277,2753,1,602100,0,1,25,0,0,0,0,0,0,0,1,142.10787,0,0.03502,Grayhole
168278,2753,1,602100,0,1,25,0,0,0,0,0,0,0,3,129.4039,0,0.48675,Grayhole
168279,2753,1,602100,0,1,25,0,0,0,0,0,0,0,1,145.47059,0,0.00584,Grayhole
168280,2753,1,602100,0,1,24,0,0,0,0,0,0,0,1,134.29469,0,0.11085,Grayhole
168281,2753,1,602100,0,1,25,0,0,0,0,0,0,0,2,124.97387,0,0.13518,Grayhole
168282,2753,1,602100,0,1,25,0,0,0,0,0,0,0,3,144.22579,0,0.13455,Grayhole
168283,2753,1,602071,0,1,24,0,0,0,0,0,0,0,1,119.42132,0,0.11106,Grayhole
168284,2753,1,602100,0,1,24,0,0,0,0,0,0,0,1,136.03878,0,0.49528,Grayhole
168285,2753,1,602075,0,1,24,0,0,0,0,0,0,0,0,0,0,0.09155,Grayhole
168286,2753,1,602100,0,1,25,0,0,0,0,0,0,0,0,0,0,0.11106,Grayhole
168287,2753,1,602100,0,1,26,0,0,0,0,0,0,0,4,82.55927,0,0.14732,Grayhole
168288,2753,1,602100,0,1,25,0,0,0,0,0,0,0,1,137.17427,0,0.49526,Grayhole
168289,2753,1,602100,0,1,24,0,0,0,0,0,0,0,1,99.75512,0,0.1129,Grayhole
168290,2753,1,602100,0,1,25,0,0,0,0,0,0,0,0,0,0,0.11105,Grayhole
168291,2753,1,602100,0,1,24,0,0,0,0,0,0,0,1,126.74493,0,0.11291,Grayhole
168292,2803,1,603100,0,1,26,0,0,0,0,0,0,0,3,130.08535,0,0.08013,Grayhole
168293,2803,1,603100,0,1,26,0,0,0,0,0,0,0,0,0,0,0.04482,Grayhole
168294,2803,1,603005,0,1,26,0,0,0,0,0,0,0,1,134.94822,0,0.04482,Grayhole
168295,2803,1,603100,0,1,26,0,0,0,0,0,0,0,2,159.31297,0,0.06784,Grayhole
168296,2803,1,603016,0,1,26,0,0,0,0,0,0,0,0,0,0,0.04481,Grayhole
168297,2803,1,603100,0,1,27,0,0,0,0,0,0,0,2,83.52531,0,0.06447,Grayhole
168298,2803,1,603100,0,1,26,0,0,0,0,0,0,0,6,131.27562,0,0.0704,Grayhole
168299,2803,1,603028,0,1,26,0,0,0,0,0,0,0,1,126.71753,0,0.04619,Grayhole
168300,2803,1,603100,0,1,26,0,0,0,0,0,0,0,0,0,0,0.04805,Grayhole
168301,2803,1,603100,0,1,26,0,0,0,0,0,0,0,2,95.16531,0,0.0649,Grayhole
168302,2803,1,603100,0,1,26,0,0,0,0,0,0,0,2,150.82997,0,0.06718,Grayhole
168303,2803,1,603044,0,1,26,0,0,0,0,0,0,0,1,125.33277,0,0.02327,Grayhole
168304,2803,1,603100,0,1,26,0,0,0,0,0,0,0,0,0,0,0.01269,Grayhole
168305,2803,1,603100,0,1,26,0,0,0,0,0,0,0,1,100.60849,0,0.00636,Grayhole
168306,2803,1,603100,0,1,26,0,0,0,0,0,0,0,0,0,0,0.04482,Grayhole
168307,2803,1,603100,0,1,26,0,0,0,0,0,0,0,1,142.10787,0,0.04509,Grayhole
168308,2803,1,603100,0,1,27,0,0,0,0,0,0,0,0,0,0,0.01214,Grayhole
168309,2803,1,603100,0,1,26,0,0,0,0,0,0,0,2,145.47059,0,0.04669,Grayhole
168310,2803,1,603100,0,1,26,0,0,0,0,0,0,0,3,134.29469,0,0.04483,Grayhole
168311,2803,1,603100,0,1,26,0,0,0,0,0,0,0,3,124.97387,0,0.05999,Grayhole
168312,2803,1,603100,0,1,26,0,0,0,0,0,0,0,0,0,0,0.02586,Grayhole
168313,2803,1,603071,0,1,26,0,0,0,0,0,0,0,2,119.42132,0,0.06284,Grayhole
168314,2803,1,603100,0,1,26,0,0,0,0,0,0,0,0,0,0,0.04481,Grayhole
168315,2803,1,603075,0,1,26,0,0,0,0,0,0,0,0,0,0,0.04482,Grayhole
168316,2803,1,603100,0,1,26,0,0,0,0,0,0,0,0,0,0,0.04481,Grayhole
168317,2803,1,603100,0,1,26,0,0,0,0,0,0,0,3,82.55927,0,0.04026,Grayhole
168318,2803,1,603100,0,1,26,0,0,0,0,0,0,0,1,137.17427,0,0.0467,Grayhole
168319,2803,1,603100,0,1,27,0,0,0,0,0,0,0,2,99.75512,0,0.06364,Grayhole
168320,2803,1,603100,0,1,26,0,0,0,0,0,0,0,5,121.69498,0,0.06445,Grayhole
168321,2803,1,603100,0,1,26,0,0,0,0,0,0,0,3,126.74493,0,0.04619,Grayhole
168322,2853,1,604100,0,1,26,0,0,0,0,0,0,0,1,130.08535,0,0.01379,Grayhole
168323,2853,1,604100,0,1,26,0,0,0,0,0,0,0,0,0,0,0.04645,Grayhole
168324,2853,1,604005,0,1,26,0,0,0,0,0,0,0,0,0,0,0.04645,Grayhole
168325,2853,1,604100,0,1,26,0,0,0,0,0,0,0,0,0,0,0.0302,Grayhole
168326,2853,1,604016,0,1,26,0,0,0,0,0,0,0,0,0,0,0.04645,Grayhole
168327,2853,1,604100,0,1,27,0,0,0,0,0,0,0,0,0,0,0.02708,Grayhole
168328,2853,1,604100,0,1,26,0,0,0,0,0,0,0,3,131.27562,0,0.02375,Grayhole
168329,2853,1,604028,0,1,26,0,0,0,0,0,0,0,2,126.71753,0,0.04592,Grayhole
168330,2853,1,604100,0,1,26,0,0,0,0,0,0,0,0,0,0,0.04645,Grayhole
168331,2853,1,604100,0,1,26,0,0,0,0,0,0,0,1,95.16531,0,0.02724,Grayhole
168332,2853,1,604100,0,1,27,0,0,0,0,0,0,0,1,150.82997,0,0.02953,Grayhole
168333,2853,1,604044,0,1,26,0,0,0,0,0,0,0,0,0,0,0.04644,Grayhole
168334,2853,1,604100,0,1,26,0,0,0,0,0,0,0,1,94.18194,0,0.04645,Grayhole
168335,2853,1,604100,0,1,26,0,0,0,0,0,0,0,0,0,0,0.04645,Grayhole
168336,2853,1,604100,0,1,26,0,0,0,0,0,0,0,0,0,0,0.04645,Grayhole
168337,2853,1,604100,0,1,26,0,0,0,0,0,0,0,2,142.10787,0,0.05694,Grayhole
168338,2853,1,604100,0,1,26,0,0,0,0,0,0,0,0,0,0,0.04646,Grayhole
168339,2853,1,604100,0,1,26,0,0,0,0,0,0,0,0,0,0,0.04691,Grayhole
168340,2853,1,604100,0,1,26,0,0,0,0,0,0,0,3,134.29469,0,0.04645,Grayhole
168341,2853,1,604100,0,1,27,0,0,0,0,0,0,0,2,124.97387,0,0.02318,Grayhole
168342,2853,1,604100,0,1,26,0,0,0,0,0,0,0,0,0,0,0.04645,Grayhole
168343,2853,1,604071,0,1,26,0,0,0,0,0,0,0,1,119.42132,0,0.03137,Grayhole
168344,2853,1,604100,0,1,26,0,0,0,0,0,0,0,0,0,0,0.04645,Grayhole
168345,2853,1,604075,0,1,26,0,0,0,0,0,0,0,0,0,0,0.04645,Grayhole
168346,2853,1,604100,0,1,26,0,0,0,0,0,0,0,0,0,0,0.04644,Grayhole
168347,2853,1,604100,0,1,26,0,0,0,0,0,0,0,0,0,0,0.01416,Grayhole
168348,2853,1,604100,0,1,26,0,0,0,0,0,0,0,3,137.17427,0,0.05961,Grayhole
168349,2853,1,604100,0,1,26,0,0,0,0,0,0,0,2,99.75512,0,0.03619,Grayhole
168350,2853,1,604100,0,1,26,0,0,0,0,0,0,0,0,0,0,0.02797,Grayhole
168351,2853,1,604100,0,1,26,0,0,0,0,0,0,0,1,126.74493,0,0.04592,Grayhole
168352,2903,1,605100,0,1,26,0,0,0,0,0,0,0,3,130.08535,0,0.04972,Grayhole
168353,2903,1,605100,0,1,26,0,0,0,0,0,0,0,2,136.25745,0,0.02249,Grayhole
168354,2903,1,605005,0,1,25,0,0,0,0,0,0,0,1,134.94822,0,0.02062,Grayhole
168355,2903,1,605100,0,1,25,0,0,0,0,0,0,0,0,0,0,0.02062,Grayhole
168356,2903,1,605016,0,1,25,0,0,0,0,0,0,0,0,0,0,0.02062,Grayhole
168357,2903,1,605100,0,1,26,0,0,0,0,0,0,0,1,83.52531,0,0.02088,Grayhole
168358,2903,1,605100,0,1,25,0,0,0,0,0,0,0,1,131.27562,0,0.00738,Grayhole
168359,2903,1,605028,0,1,26,0,0,0,0,0,0,0,0,0,0,0.02062,Grayhole
168360,2903,1,605100,0,1,25,0,0,0,0,0,0,0,0,0,0,0.02062,Grayhole
168361,2903,1,605100,0,1,26,0,0,0,0,0,0,0,0,0,0,0.02061,Grayhole
168362,2903,1,605100,0,1,25,0,0,0,0,0,0,0,1,150.82997,0,0.02249,Grayhole
168363,2903,1,605044,0,1,26,0,0,0,0,0,0,0,2,125.33277,0,0.02062,Grayhole
168364,2903,1,605100,0,1,26,0,0,0,0,0,0,0,0,0,0,0.02062,Grayhole
168365,2903,1,605100,0,1,26,0,0,0,0,0,0,0,1,100.60849,0,0.02061,Grayhole
168366,2903,1,605100,0,1,25,0,0,0,0,0,0,0,2,106.67446,0,0.03931,Grayhole
168367,2903,1,605100,0,1,26,0,0,0,0,0,0,0,4,142.10787,0,0.04427,Grayhole
168368,2903,1,605100,0,1,26,0,0,0,0,0,0,0,0,0,0,0.02061,Grayhole
168369,2903,1,605100,0,1,26,0,0,0,0,0,0,0,0,0,0,0.02062,Grayhole
168370,2903,1,605100,0,1,25,0,0,0,0,0,0,0,1,134.29469,0,0.02248,Grayhole
168371,2903,1,605100,0,1,26,0,0,0,0,0,0,0,2,124.97387,0,0.03287,Grayhole
168372,2903,1,605100,0,1,25,0,0,0,0,0,0,0,5,144.22579,0,0.0561,Grayhole
168373,2903,1,605071,0,1,26,0,0,0,0,0,0,0,0,0,0,0.01981,Grayhole
168374,2903,1,605100,0,1,26,0,0,0,0,0,0,0,0,0,0,0.02063,Grayhole
168375,2903,1,605075,0,1,25,0,0,0,0,0,0,0,2,135.58222,0,0.03863,Grayhole
168376,2903,1,605100,0,1,26,0,0,0,0,0,0,0,0,0,0,0.02063,Grayhole
168377,2903,1,605100,0,1,26,0,0,0,0,0,0,0,0,0,0,0.02062,Grayhole
168378,2903,1,605100,0,1,27,0,0,0,0,0,0,0,1,137.17427,0,0.01117,Grayhole
168379,2903,1,605100,0,1,26,0,0,0,0,0,0,0,1,99.75512,0,0.01467,Grayhole
168380,2903,1,605100,0,1,26,0,0,0,0,0,0,0,3,121.69498,0,0.02062,Grayhole
168381,2903,1,605100,0,1,26,0,0,0,0,0,0,0,2,126.74493,0,0.02249,Grayhole
168382,2953,1,606100,0,1,26,0,0,0,0,0,0,0,2,130.08535,0,0.02374,Grayhole
168383,2953,1,606100,0,1,26,0,0,0,0,0,0,0,0,0,0,0.03669,Grayhole
168384,2953,1,606005,0,1,26,0,0,0,0,0,0,0,2,134.94822,0,0.05006,Grayhole
168385,2953,1,606100,0,1,26,0,0,0,0,0,0,0,1,159.31297,0,0.03863,Grayhole
168386,2953,1,606016,0,1,26,0,0,0,0,0,0,0,0,0,0,0.03675,Grayhole
168387,2953,1,606100,0,1,26,0,0,0,0,0,0,0,3,83.52531,0,0.05506,Grayhole
168388,2953,1,606100,0,1,26,0,0,0,0,0,0,0,0,0,0,0.03675,Grayhole
168389,2953,1,606028,0,1,26,0,0,0,0,0,0,0,1,126.71753,0,0.03863,Grayhole
168390,2953,1,606100,0,1,26,0,0,0,0,0,0,0,0,0,0,0.03675,Grayhole
168391,2953,1,606100,0,1,26,0,0,0,0,0,0,0,0,0,0,0.03675,Grayhole
168392,2953,1,606100,0,1,26,0,0,0,0,0,0,0,0,0,0,0.0376,Grayhole
168393,2953,1,606044,0,1,26,0,0,0,0,0,0,0,0,0,0,0.03677,Grayhole
168394,2953,1,606100,0,1,26,0,0,0,0,0,0,0,1,94.18194,0,0.03676,Grayhole
168395,2953,1,606100,0,1,26,0,0,0,0,0,0,0,3,100.60849,0,0.04887,Grayhole
168396,2953,1,606100,0,1,26,0,0,0,0,0,0,0,0,0,0,0.01942,Grayhole
168397,2953,1,606100,0,1,26,0,0,0,0,0,0,0,0,0,0,0.0112,Grayhole
168398,2953,1,606100,0,1,26,0,0,0,0,0,0,0,0,0,0,0.03674,Grayhole
168399,2953,1,606100,0,1,27,0,0,0,0,0,0,0,0,0,0,0.03676,Grayhole
168400,2953,1,606100,0,1,26,0,0,0,0,0,0,0,0,0,0,0.03659,Grayhole
168401,2953,1,606100,0,1,26,0,0,0,0,0,0,0,2,124.97387,0,0.03287,Grayhole
168402,2953,1,606100,0,1,26,0,0,0,0,0,0,0,0,0,0,0.00809,Grayhole
168403,2953,1,606071,0,1,27,0,0,0,0,0,0,0,3,119.42132,0,0.03675,Grayhole
168404,2953,1,606100,0,1,26,0,0,0,0,0,0,0,1,136.03878,0,0.03675,Grayhole
168405,2953,1,606075,0,1,26,0,0,0,0,0,0,0,1,135.58222,0,0.02052,Grayhole
168406,2953,1,606100,0,1,26,0,0,0,0,0,0,0,0,0,0,0.03676,Grayhole
168407,2953,1,606100,0,1,27,0,0,0,0,0,0,0,0,0,0,0.03675,Grayhole
168408,2953,1,606100,0,1,26,0,0,0,0,0,0,0,0,0,0,0.03676,Grayhole
168409,2953,1,606100,0,1,26,0,0,0,0,0,0,0,2,99.75512,0,0.03567,Grayhole
168410,2953,1,606100,0,1,26,0,0,0,0,0,0,0,0,0,0,0.03675,Grayhole
168411,2953,1,606100,0,1,26,0,0,0,0,0,0,0,0,0,0,0.03624,Grayhole
168412,3003,1,701100,0,1,26,0,0,0,0,0,0,0,1,130.08535,0,0.01379,Grayhole
168413,3003,1,701100,0,1,26,0,0,0,0,0,0,0,1,136.25745,0,0.02385,Grayhole
168414,3003,1,701005,0,1,25,0,0,0,0,0,0,0,1,134.94822,0,0.0159,Grayhole
168415,3003,1,701100,0,1,25,0,0,0,0,0,0,0,0,0,0,0.02536,Grayhole
168416,3003,1,701016,0,1,26,0,0,0,0,0,0,0,0,0,0,0.02385,Grayhole
168417,3003,1,701100,0,1,26,0,0,0,0,0,0,0,0,0,0,0.00609,Grayhole
168418,3003,1,701100,0,1,26,0,0,0,0,0,0,0,2,131.27562,0,0.02385,Grayhole
168419,3003,1,701028,0,1,26,0,0,0,0,0,0,0,1,126.71753,0,0.02359,Grayhole
168420,3003,1,701100,0,1,25,0,0,0,0,0,0,0,0,0,0,0.02385,Grayhole
168421,3003,1,701100,0,1,26,0,0,0,0,0,0,0,0,0,0,0.02386,Grayhole
168422,3003,1,701100,0,1,26,0,0,0,0,0,0,0,1,150.82997,0,0.02572,Grayhole
168423,3003,1,701044,0,1,26,0,0,0,0,0,0,0,0,0,0,0.02384,Grayhole
168424,3003,1,701100,0,1,26,0,0,0,0,0,0,0,2,94.18194,0,0.02572,Grayhole
168425,3003,1,701100,0,1,25,0,0,0,0,0,0,0,0,0,0,0.01281,Grayhole
168426,3003,1,701100,0,1,25,0,0,0,0,0,0,0,2,106.67446,0,0.03702,Grayhole
168427,3003,1,701100,0,1,26,0,0,0,0,0,0,0,0,0,0,0.02385,Grayhole
168428,3003,1,701100,0,1,26,0,0,0,0,0,0,0,6,129.4039,0,0.04321,Grayhole
168429,3003,1,701100,0,1,25,0,0,0,0,0,0,0,1,145.47059,0,0.02386,Grayhole
168430,3003,1,701100,0,1,25,0,0,0,0,0,0,0,0,0,0,0.02385,Grayhole
